Shape,Shape code,Color,MMYYYY,AVG,TOTAL_SF
"12""x24""",13,NB01-Ivory,72017,1.16,9347.01
"12""x24""",13,NB13-Toffee,82017,0.89,7519.19
"12""x24""",13,NB01-Ivory,52017,1.49,1896.32
"12""x24""",13,NB01-Ivory,82017,1.49,8409.28
"8""x48""",16,RW04-Warm Brown,42017,1.87,9140.28
"12""x24""",13,MA02-Daino Reale,62017,1.65,8813.81
"12""x24""",13,OR03-Gray,82017,1.47,8364.6
"18""x36""",18,PR01-Bianco,12017,2.32,7602.27
"12""x24""",13,NB13-Toffee,72017,1.49,7187.36
"12""x24""",13,NB13-Toffee,92017,1.49,6939.52
"24""x24""",17,MA01-Statuary,22017,1.41,6924.03
"8""x48""",16,RW01-Beige,42017,1.74,6764.84
"12""x24""",13,TS03-Dark Gray,92017,1.29,6443.84
"24""x24""",17,OR01-Ivory,82017,1.49,5948.16
"12""x24""",13,MS02-Ivory,32017,2.19,5452.48
"12""x24""",13,OR03-Gray,72017,1.43,5406.01
"8""x48""",16,RW03-Dark Gray,42017,1.82,5293.1
"12""x24""",13,MA01-Statuary,42017,1.67,5204.64
"8""x48""",16,RW04-Warm Brown,22017,1.89,4970.35
"12""x24""",13,NB54-Ash Gray,82017,2.19,4863.86
"12""x24""",13,AE02-Light Gray,12017,1.71,4677.98
"12""x24""",13,MS02-Ivory,12017,2.22,4538.57
"12""x24""",13,TS02-Light Gray,92017,1.29,4461.12
"6""x48""",14,RW01-Beige,32017,1.99,4375.36
"12""x24""",13,OR03-Gray,22017,1.11,4337.2
"12""x24""",13,MA04-Marfil,92017,1.66,4213.28
"12""x24""",13,TS03-Dark Gray,52017,1.29,4166.81
"12""x24""",13,TS02-Light Gray,62017,1.29,4089.36
"12""x24""",13,MS02-Ivory,102016,1.63,3934.46
"24""x24""",17,MA04-Marfil,32017,1.59,3903.48
"12""x24""",13,MA04-Marfil,42017,1.62,3887.99
"12""x24""",13,MS02-Ivory,42017,2.02,3640.15
"12""x12""",9,TS01-Beige,72016,0.65,3578.4
"12""x12""",9,TS03-Dark Gray,72016,0.65,3578.4
"12""x12""",9,TS02-Light Gray,72016,0.65,3578.4
"12""x24""",13,OR03-Gray,92017,1.47,3516.23
"12""x24""",13,FB02-Silver,62017,1.97,3500.74
"12""x24""",13,TS03-Dark Gray,72016,0.65,3469.76
"12""x24""",13,TS02-Light Gray,72016,0.65,3469.76
"12""x24""",13,TS02-Light Gray,72017,1.29,3469.76
"12""x24""",13,TS01-Beige,72016,0.65,3469.76
"12""x12""",9,MA04-Marfil,52017,1.59,3439.95
"6""x36""",12,PR01-Bianco,22017,1.55,3393.04
"12""x24""",13,TS03-Dark Gray,72017,1.29,3345.84
"6""x48""",14,RW04-Warm Brown,92017,1.99,3310.56
"12""x24""",13,MA01-Statuary,12017,1.28,3299.37
"6""x48""",14,RW03-Dark Gray,92017,1.99,3281.52
"12""x24""",13,MS02-Ivory,52017,2.24,3144.47
"12""x24""",13,MA04-Marfil,22017,1.42,3113.49
"8""x48""",16,RW04-Warm Brown,72017,1.99,3020.94
"12""x24""",13,TM02-Gray,42017,0.62,3005.06
"12""x24""",13,OR01-Ivory,72017,1.44,3005.06
"24""x24""",17,MA02-Daino Reale,22017,1.29,3005.06
"12""x24""",13,TM03-Noce,92017,1.19,2974.08
"12""x24""",13,MS03-Light Gray,52017,2.19,2974.08
"12""x24""",13,TM01-Beige,92017,1.19,2974.08
"12""x24""",13,OR03-Gray,52017,1.14,2974.08
"12""x24""",13,TM02-Gray,92017,1.19,2974.08
"24""x24""",17,MA04-Marfil,22017,1.14,2974.08
"24""x24""",17,MA01-Statuary,42017,1.59,2974.08
"24""x24""",17,MA06-Bardigio,22017,1.14,2974.08
"24""x24""",17,MA05-Emperador Light,22017,1.14,2974.08
"24""x24""",17,MA03-Frost,22017,1.14,2974.08
"18""x36""",18,PR01-Bianco,42017,2.29,2914.86
"12""x12""",9,NB58-Nero,112016,2.19,2896.8
"8""x48""",16,RW02-Light Gray,102016,1.64,2788.56
"8""x48""",16,RW02-Light Gray,112016,0.76,2762.74
"12""x24""",13,AE03-Light Brown,32017,1.74,2741.73
"12""x24""",13,MA01-Statuary,72017,1.64,2741.73
"12""x24""",13,AE02-Light Gray,112016,1.76,2710.75
"12""x24""",13,OR03-Gray,62017,1.39,2695.26
"12""x24""",13,FB01-Ivory,22017,1.53,2617.81
"24""x24""",17,MA01-Statuary,112016,1.66,2586.83
"12""x24""",13,MS05-Dark Gray,12017,2.26,2571.34
"12""x24""",13,FB03-Taupe,22017,1.2,2571.34
"12""x24""",13,FB04-Black,22017,1.2,2571.34
"12""x24""",13,FB02-Silver,22017,1.26,2540.36
"8""x48""",16,RW02-Light Gray,22017,1.49,2517.45
"12""x24""",13,TM02-Gray,122016,1.19,2509.38
"12""x24""",13,MS02-Ivory,62017,2.19,2478.4
"12""x24""",13,OR01-Ivory,82017,1.49,2478.4
"24""x24""",17,FB02-Silver,92017,1.99,2447.42
"8""x48""",16,RW01-Beige,22017,1.74,2272.16
"24""x24""",17,MA01-Statuary,12017,1.64,2261.54
"8""x48""",16,RW05-Dark Brown,92017,1.99,2259.25
"4""x12""",5,NB13-Toffee,82017,4.44,2247.82
"6""x24""",10,OR03-Gray,82017,1.67,2236.5
"8""x48""",16,RW04-Warm Brown,12017,1.99,2233.43
"12""x24""",13,OR02-Beige,82017,1.42,2230.56
"12""x24""",13,NB57-Tobacco,42017,2.19,2168.6
"18""x36""",18,PR01-Bianco,52017,2.34,2166.45
"18""x18""",15,PR01-Bianco,22017,1.33,2130.52
"18""x18""",15,PR01-Bianco,62017,2.16,2087.04
"12""x24""",13,FB04-Black,62017,1.97,2075.66
"12""x24""",13,MA05-Emperador Light,12017,0.93,2075.66
"12""x24""",13,TM02-Gray,22017,0.7,2060.17
"24""x24""",17,TM01-Beige,62017,1.19,2044.68
"8""x48""",16,RW03-Dark Gray,32017,1.99,2013.96
"8""x48""",16,RW03-Dark Gray,22017,1.49,2013.96
"8""x48""",16,RW05-Dark Brown,22017,1.49,2013.96
"12""x24""",13,OR04-Taupe,22017,0.86,2013.7
"12""x24""",13,OR02-Beige,22017,0.86,2013.7
"12""x24""",13,OR01-Ivory,22017,0.86,2013.7
"12""x24""",13,AC03-Greige,62017,1.86,2013.7
"12""x24""",13,OR02-Beige,42017,1.42,1998.21
"12""x24""",13,MA01-Statuary,22017,1.29,1998.21
"12""x24""",13,MA01-Statuary,82017,1.69,1982.72
"12""x24""",13,MS02-Ivory,122016,2.19,1982.72
"12""x24""",13,OR01-Ivory,42017,0.94,1982.72
"12""x24""",13,MA02-Daino Reale,42017,1.46,1982.72
"12""x24""",13,AE02-Light Gray,42017,1.24,1982.72
"12""x24""",13,MA03-Frost,42017,1.67,1982.72
"12""x24""",13,TM01-Beige,22017,0.69,1982.72
"12""x24""",13,OR03-Gray,42017,0.94,1982.72
"12""x24""",13,TM03-Noce,22017,0.69,1982.72
"24""x24""",17,MA04-Marfil,52017,1.59,1982.72
"12""x24""",13,MA03-Frost,22017,1.59,1967.23
"12""x24""",13,MS05-Dark Gray,72016,2.19,1874.29
"12""x24""",13,NB52-Beige,52017,2.19,1827.82
"6""x48""",14,RW05-Dark Brown,72017,1.99,1810.16
"12""x24""",13,MS01-White,72016,2.19,1796.84
"12""x24""",13,MA03-Frost,72017,1.61,1781.35
"24""x24""",17,OR03-Gray,72017,1.44,1750.37
"12""x24""",13,OR01-Ivory,12017,1.07,1703.9
"12""x24""",13,FB04-Black,72017,1.99,1672.92
"12""x24""",13,MA03-Frost,12017,1.32,1657.43
"12""x24""",13,AE01-Ivory,52017,1.76,1626.45
"12""x24""",13,TS02-Light Gray,82017,1.29,1579.98
"12""x24""",13,MA06-Bardigio,12017,1.15,1564.49
"18""x36""",18,PR01-Bianco,82017,2.31,1562.47
"12""x12""",9,TM01-Beige,22017,0.69,1533.6
"12""x12""",9,TM03-Noce,22017,0.69,1533.6
"12""x12""",9,AE02-Light Gray,12017,1.69,1533.6
"12""x12""",9,TM02-Gray,22017,0.69,1533.6
"12""x12""",9,TM02-Gray,92017,1.19,1533.6
"24""x24""",17,MA01-Statuary,82017,1.69,1533.51
"8""x48""",16,RW04-Warm Brown,92017,1.99,1510.47
"12""x24""",13,TM02-Gray,82017,1.19,1502.53
"12""x24""",13,NB12-Dark Gray,22017,0.99,1487.04
"12""x24""",13,MS03-Light Gray,72017,2.19,1487.04
"12""x24""",13,NB11-Gray,62017,1.49,1487.04
"12""x24""",13,NB11-Gray,22017,0.99,1487.04
"12""x24""",13,AC03-Greige,82017,1.89,1487.04
"12""x24""",13,MA02-Daino Reale,82017,1.69,1487.04
"12""x24""",13,FB02-Silver,42017,1.99,1487.04
"12""x24""",13,NB13-Toffee,22017,0.99,1487.04
"12""x24""",13,MS01-White,12017,2.19,1487.04
"12""x24""",13,NB10-Ivory,22017,0.99,1487.04
"12""x24""",13,NB14-Black,22017,0.99,1487.04
"12""x24""",13,MA02-Daino Reale,32017,1.59,1440.57
"12""x24""",13,NB13-Toffee,52017,1.49,1425.08
"12""x24""",13,OR03-Gray,12017,1.1,1425.08
"6""x48""",14,RW04-Warm Brown,112016,1.99,1403.6
"12""x24""",13,NB56-Grigio,92017,2.19,1363.12
"12""x24""",13,AC02-Light Gray,62017,1.84,1347.63
"12""x24""",13,OR03-Gray,112016,1.31,1347.63
"12""x24""",13,TS03-Dark Gray,82017,1.29,1332.14
"12""x24""",13,MA01-Statuary,52017,1.59,1332.14
"12""x24""",13,AE04-Dark Gray,82017,1.69,1332.14
"24""x24""",17,MA03-Frost,42017,1.69,1301.16
"12""x24""",13,MA06-Bardigio,82017,1.66,1285.67
"24""x24""",17,MA04-Marfil,82017,1.69,1285.67
"24""x24""",17,CR01-Ivory Blend,12017,1.79,1254.69
"24""x24""",17,AE01-Ivory,82017,1.79,1254.69
"12""x24""",13,MA04-Marfil,82017,1.59,1239.2
"12""x24""",13,FB01-Ivory,72017,0.66,1239.2
"12""x24""",13,OR02-Beige,92017,1.44,1239.2
"24""x24""",17,OR03-Gray,82017,1.49,1239.2
"12""x24""",13,MA01-Statuary,62017,1.69,1223.71
"12""x24""",13,MS03-Light Gray,42017,2.19,1208.22
"12""x12""",9,AE02-Light Gray,112016,1.69,1203.45
"12""x24""",13,MA04-Marfil,12017,1.19,1161.75
"12""x24""",13,AE04-Dark Gray,92017,1.69,1146.26
"6""x24""",10,FB04-Black,92017,2.04,1139.55
"12""x24""",13,MA05-Emperador Light,122016,1.04,1130.77
"6""x24""",10,OR03-Gray,12017,1.64,1118.25
"6""x36""",12,PR01-Bianco,12017,2.44,1115.52
"6""x36""",12,PR01-Bianco,62017,2.34,1115.52
"6""x36""",12,PR01-Bianco,92017,2.34,1115.52
"6""x24""",10,NB56-Grigio,12017,2.39,1075.65
"12""x24""",13,MA02-Daino Reale,12017,1.12,1068.81
"8""x48""",16,RW03-Dark Gray,92017,1.99,1058.62
"12""x24""",13,NB59-Super Black,42017,2.39,1037.83
"18""x36""",18,PR01-Bianco,92017,2.29,1024.14
"12""x12""",9,NB53-Silver Gray,22017,1.69,1022.4
"6""x24""",10,OR03-Gray,22017,1.14,1022.4
"6""x24""",10,FB02-Silver,62017,1.99,1022.4
"6""x24""",10,RW04-Warm Brown,12017,1.49,1022.4
"6""x24""",10,OR01-Ivory,22017,1.14,1022.4
"6""x24""",10,OR02-Beige,22017,1.14,1022.4
"6""x24""",10,NB53-Silver Gray,22017,1.89,1022.4
"6""x24""",10,FB03-Taupe,62017,1.99,1022.4
"6""x24""",10,FB04-Black,62017,1.99,1022.4
"12""x24""",13,NB51-Avorio,82017,2.26,1022.34
"6""x48""",14,RW01-Beige,42017,1.99,1016.4
"12""x24""",13,MA04-Marfil,72017,1.59,1006.85
"12""x24""",13,NB59-Super Black,12017,1.87,1006.85
"12""x24""",13,NB50-Super White,12017,2.04,1006.85
"12""x24""",13,NB53-Silver Gray,22017,1.47,1006.85
"12""x12""",9,NB50-Super White,62017,2.39,1001.1
"12""x12""",9,NB59-Super Black,62017,2.39,1001.1
"12""x24""",13,FB03-Taupe,92017,1.89,991.36
"12""x24""",13,FB03-Taupe,62017,1.89,991.36
"12""x24""",13,MA05-Emperador Light,22017,1.19,991.36
"12""x24""",13,AC02-Light Gray,92017,1.79,991.36
"12""x24""",13,AE02-Light Gray,62017,1.59,991.36
"12""x24""",13,AE02-Light Gray,92017,1.59,991.36
"12""x24""",13,MS03-Light Gray,22017,2.19,991.36
"12""x24""",13,MS03-Light Gray,62017,2.19,991.36
"12""x24""",13,MA02-Daino Reale,22017,1.19,991.36
"12""x24""",13,AC03-Greige,92017,1.79,991.36
"12""x24""",13,FB02-Silver,82017,1.99,991.36
"12""x24""",13,FB02-Silver,92017,1.89,991.36
"12""x24""",13,MA04-Marfil,62017,1.69,991.36
"12""x24""",13,MA01-Statuary,92017,1.69,991.36
"12""x24""",13,MA06-Bardigio,22017,1.19,991.36
"12""x24""",13,FB04-Black,92017,1.89,991.36
"12""x24""",13,MA03-Frost,62017,1.69,991.36
"12""x24""",13,OR02-Beige,52017,1.49,991.36
"12""x24""",13,TS01-Beige,82017,1.29,991.36
"12""x24""",13,NB11-Gray,82017,1.49,991.36
"12""x24""",13,OR03-Gray,32017,1.39,991.36
"12""x24""",13,AC01-Taupe,62017,1.79,991.36
"12""x24""",13,AC01-Taupe,92017,1.79,991.36
"24""x24""",17,OR04-Taupe,22017,0.94,991.36
"24""x24""",17,MA04-Marfil,92017,1.54,991.36
"24""x24""",17,NB13-Toffee,22017,0.99,991.36
"24""x24""",17,MA01-Statuary,62017,1.59,991.36
"24""x24""",17,NB12-Dark Gray,22017,0.99,991.36
"24""x24""",17,MA02-Daino Reale,92017,1.54,991.36
"24""x24""",17,NB53-Silver Gray,22017,1.69,991.36
"24""x24""",17,MA05-Emperador Light,92017,1.54,991.36
"24""x24""",17,NB11-Gray,22017,0.99,991.36
"24""x24""",17,NB10-Ivory,22017,0.99,991.36
"24""x24""",17,NB14-Black,22017,0.99,991.36
"24""x24""",17,OR01-Ivory,22017,0.94,991.36
"24""x24""",17,OR02-Beige,22017,0.94,991.36
"18""x36""",18,AE04-Dark Gray,52017,2.09,958.49
"6""x48""",14,RW04-Warm Brown,82017,1.99,900.24
"24""x24""",17,MA01-Statuary,122016,1.62,898.42
"12""x24""",13,FB01-Ivory,62017,2.09,851.95
"12""x24""",13,MA03-Frost,82017,1.64,851.95
"12""x24""",13,AE01-Ivory,42017,1.69,836.46
"18""x18""",15,PR01-Bianco,12017,1.2,826.12
"18""x36""",18,PR01-Bianco,72017,2.36,814.06
"18""x36""",18,PR01-Bianco,32017,2.29,787.8
"12""x24""",13,OR01-Ivory,122016,1.19,774.5
"6""x24""",10,RW01-Beige,52017,1.49,766.8
"18""x36""",18,PR01-Bianco,62017,2.34,748.41
"12""x24""",13,MA06-Bardigio,92017,1.62,743.52
"12""x24""",13,AE01-Ivory,92017,1.79,743.52
"8""x48""",16,RW04-Warm Brown,32017,1.99,735.87
"18""x18""",15,PR01-Bianco,72017,2.19,706.55
"6""x24""",10,FB02-Silver,92017,2.04,702.9
"18""x18""",15,PR01-Bianco,92017,2.29,695.68
"4""x12""",5,NB13-Toffee,72017,5.55,687.73
"12""x24""",13,AE01-Ivory,82017,1.76,681.56
"12""x12""",9,MA04-Marfil,12017,1.59,670.95
"24""x24""",17,OR02-Beige,72017,1.49,666.07
"12""x12""",9,NB52-Beige,32017,2.19,660.3
"12""x24""",13,AE04-Dark Gray,32017,1.74,650.58
"24""x24""",17,MS01-White,72017,2.19,650.58
"6""x48""",14,RW04-Warm Brown,32017,1.99,648.56
"12""x24""",13,AC04-Flamed Gray,62017,1.89,635.09
"18""x36""",18,AE03-Light Brown,12017,2.09,630.24
"18""x36""",18,PR01-Bianco,92016,2.39,630.24
"8""x24""",11,NB12-Dark Gray,22017,1.49,619.68
"8""x24""",11,NB13-Toffee,22017,1.49,619.68
"8""x24""",11,NB14-Black,22017,1.49,619.68
"8""x24""",11,NB10-Ivory,22017,1.49,619.68
"8""x24""",11,NB11-Gray,22017,1.49,619.68
"12""x12""",9,MA04-Marfil,72017,1.59,607.05
"6""x24""",10,OR03-Gray,72017,1.67,607.05
"12""x24""",13,MS06-Black,72017,2.29,604.11
"12""x24""",13,OR02-Beige,12017,0.8,588.62
"24""x24""",17,MS02-Ivory,42017,2.19,588.62
"18""x36""",18,AE01-Ivory,32017,2.14,577.72
"8""x48""",16,RW02-Light Gray,122016,1.3,568.04
"12""x24""",13,NB56-Grigio,12017,2.19,557.64
"12""x24""",13,AE01-Ivory,62017,1.69,557.64
"6""x24""",10,OR02-Beige,12017,1.59,553.8
"12""x24""",13,MS03-Light Gray,112016,2.19,542.15
"12""x24""",13,AE01-Ivory,12017,1.11,526.66
"12""x24""",13,AE04-Dark Gray,12017,1.11,526.66
"12""x24""",13,MA02-Daino Reale,72017,1.64,526.66
"12""x24""",13,OR02-Beige,72017,1.46,526.66
"6""x24""",10,RW04-Warm Brown,112016,1.49,521.85
"12""x12""",9,TM03-Noce,12017,1.19,511.2
"12""x12""",9,TM03-Noce,92017,1.19,511.2
"12""x12""",9,TM01-Beige,92017,1.19,511.2
"12""x12""",9,MA04-Marfil,32017,1.59,511.2
"12""x12""",9,NB51-Avorio,12017,2.19,511.2
"12""x12""",9,TS02-Light Gray,22017,1.29,511.2
"12""x12""",9,NB50-Super White,12017,2.39,511.2
"6""x24""",10,RW05-Dark Brown,12017,1.49,511.2
"6""x24""",10,RW03-Dark Gray,12017,1.49,511.2
"6""x24""",10,RW01-Beige,42017,1.49,511.2
"6""x24""",10,OR03-Gray,92017,1.59,511.2
"6""x24""",10,OR01-Ivory,12017,1.59,511.2
"6""x24""",10,OR04-Taupe,22017,1.19,511.2
"6""x24""",10,OR04-Taupe,92017,1.59,511.2
"6""x24""",10,RW01-Beige,12017,1.49,511.2
"12""x24""",13,AE03-Light Brown,22017,1.28,511.17
"8""x48""",16,RW04-Warm Brown,52017,1.99,503.49
"6""x48""",14,RW05-Dark Brown,12017,1.99,503.36
"2""x2""",1,MA03-Frost,22017,3.38,500.55
"12""x24""",13,MA01-Statuary,32017,1.59,495.68
"12""x24""",13,NB56-Grigio,22017,2.19,495.68
"12""x24""",13,FB03-Taupe,52017,2.09,495.68
"12""x24""",13,AE01-Ivory,32017,1.79,495.68
"12""x24""",13,NB55-Blue,12017,2.19,495.68
"12""x24""",13,OR04-Taupe,92017,1.49,495.68
"12""x24""",13,OR02-Beige,32017,1.49,495.68
"12""x24""",13,NB54-Ash Gray,22017,2.19,495.68
"12""x24""",13,AC04-Flamed Gray,82017,1.89,495.68
"12""x24""",13,NB01-Ivory,12017,1.49,495.68
"12""x24""",13,MA02-Daino Reale,52017,1.59,495.68
"12""x24""",13,FB02-Silver,12017,1.99,495.68
"12""x24""",13,FB02-Silver,72017,1.99,495.68
"12""x24""",13,NB51-Avorio,32017,2.19,495.68
"24""x24""",17,OR02-Beige,42017,1.39,495.68
"24""x24""",17,OR04-Taupe,32017,1.39,495.68
"24""x24""",17,OR03-Gray,22017,0.99,495.68
"24""x24""",17,NB10-Ivory,42017,1.49,495.68
"12""x24""",13,MA02-Daino Reale,122016,1.21,480.19
"2""x2""",1,MA05-Emperador Light,22017,3.15,479.25
"2""x2""",1,NB53-Silver Gray,22017,3.62,479.25
"2""x2""",1,MA02-Daino Reale,22017,3.15,479.25
"2""x2""",1,MA06-Bardigio,22017,3.15,479.25
"2""x2""",1,MA01-Statuary,22017,3.15,479.25
"2""x2""",1,MA04-Marfil,22017,3.15,479.25
"12""x24""",13,OR03-Gray,122016,1.25,464.7
"12""x24""",13,NB52-Beige,42017,2.19,464.7
"24""x24""",17,MA01-Statuary,92016,1.59,464.7
"24""x48""",19,NB03-Gray,92017,2.39,464.7
"12""x24""",13,CR01-Ivory Blend,82017,1.79,433.72
"24""x48""",19,NB01-Ivory,92017,2.39,418.23
"6""x24""",10,NB56-Grigio,102016,2.39,415.35
"2""x2""",1,TS03-Dark Gray,52017,3.29,414.38
"12""x12""",9,MA01-Statuary,42017,1.59,404.7
"12""x24""",13,NB56-Grigio,102016,2.19,402.74
"12""x12""",9,MA03-Frost,122016,1.59,394.05
"12""x24""",13,MA04-Marfil,122016,0.97,387.25
"24""x24""",17,FB03-Taupe,12017,1.99,387.25
"24""x24""",17,FB03-Taupe,32017,1.99,387.25
"24""x24""",17,MS05-Dark Gray,72017,2.19,387.25
"12""x12""",9,TS03-Dark Gray,92017,1.09,362.1
"6""x24""",10,NB50-Super White,72017,2.59,362.1
"12""x24""",13,OR04-Taupe,12017,0.96,356.27
"12""x24""",13,AE02-Light Gray,122016,1.14,356.27
"3""x6""",3,FB03-Taupe,62017,0,351.36
"3""x6""",3,FB04-Black,62017,0,351.36
"3""x6""",3,MA03-Frost,22017,3.22,351.36
"3""x6""",3,FB02-Silver,62017,0,351.36
"3""x6""",3,MA04-Marfil,22017,3.22,351.36
"3""x6""",3,MA01-Statuary,22017,3.22,351.36
"3""x6""",3,MA06-Bardigio,22017,3.22,351.36
"3""x6""",3,MA02-Daino Reale,22017,3.22,351.36
"3""x6""",3,MA05-Emperador Light,22017,3.22,351.36
"18""x18""",15,PR01-Bianco,52017,2.19,347.84
"24""x24""",17,MA02-Daino Reale,122016,1.59,340.78
"12""x12""",9,MA03-Frost,62017,1.59,330.15
"12""x24""",13,TM02-Gray,72017,1.19,325.29
"12""x24""",13,NB50-Super White,82017,2.39,325.29
"12""x24""",13,MS05-Dark Gray,82016,1.08,325.29
"12""x24""",13,TS03-Dark Gray,62017,1.29,325.29
"12""x24""",13,MS03-Light Gray,82016,1.08,325.29
"12""x24""",13,MA01-Statuary,92016,1.04,325.29
"12""x24""",13,MS04-Toffee,82016,1.08,325.29
"24""x24""",17,OR01-Ivory,72017,1.49,325.29
"4""x12""",5,NB13-Toffee,92017,5.55,319.5
"8""x48""",16,RW04-Warm Brown,82017,1.99,309.84
"12""x24""",13,NB54-Ash Gray,12017,2.19,309.8
"12""x24""",13,NB58-Nero,92017,2.19,309.8
"6""x24""",10,RW02-Light Gray,92017,1.49,308.85
"12""x24""",13,AE01-Ivory,102016,1.69,294.31
"12""x24""",13,TM01-Beige,122016,0.87,294.31
"18""x36""",18,PR01-Bianco,102017,2.29,288.86
"12""x12""",9,MA01-Statuary,62017,1.59,287.55
"12""x24""",13,OR04-Taupe,72017,1.46,278.82
"12""x24""",13,MS06-Black,82016,1.08,278.82
"12""x24""",13,MS01-White,82016,1.08,278.82
"12""x24""",13,MS02-Ivory,82016,1.08,278.82
"3""x6""",3,MS03-Light Gray,12017,4.29,278.62
"12""x12""",9,NB51-Avorio,102016,2.19,276.9
"12""x24""",13,AC04-Flamed Gray,72017,1.89,263.33
"12""x24""",13,FB01-Ivory,12017,1.75,263.33
"24""x24""",17,MA02-Daino Reale,102016,1.69,263.33
"18""x18""",15,PR01-Bianco,102016,2.09,260.88
"12""x12""",9,MA02-Daino Reale,92017,1.59,255.6
"12""x12""",9,MA03-Frost,92017,1.59,255.6
"6""x24""",10,FB01-Ivory,92017,2.09,255.6
"2""x2""",1,TS02-Light Gray,12017,3.24,255.6
"12""x24""",13,MA02-Daino Reale,112016,0.71,247.84
"12""x24""",13,NB50-Super White,72017,2.59,247.84
"12""x24""",13,AE04-Dark Gray,92016,0.99,247.84
"12""x24""",13,MA06-Bardigio,122016,1.19,247.84
"6""x24""",10,RW05-Dark Brown,122016,0.5,244.95
"6""x24""",10,RW05-Dark Brown,102016,1.49,244.95
"18""x36""",18,PR01-Bianco,102016,2.39,236.34
"12""x24""",13,AE04-Dark Gray,72017,1.79,232.35
"12""x24""",13,FB01-Ivory,102016,1.34,232.35
"12""x24""",13,FB01-Ivory,122016,1.31,232.35
"12""x12""",9,MA01-Statuary,12017,1.59,223.65
"6""x24""",10,OR03-Gray,122016,1.64,223.65
"18""x36""",18,PR01-Bianco,122016,2.39,223.21
"8""x8""",6,NB21-Eyelet Deco,22017,8.7,221.18
"12""x24""",13,AC02-Light Gray,52017,1.89,216.86
"12""x24""",13,CR02-Blue Gray,82016,0.87,216.86
"12""x24""",13,CR03-Brown Blend,82016,0.87,216.86
"12""x24""",13,MA04-Marfil,82016,0.77,216.86
"12""x24""",13,MA01-Statuary,82016,0.77,216.86
"12""x24""",13,MA05-Emperador Light,82016,0.77,216.86
"12""x24""",13,CR01-Ivory Blend,82016,0.87,216.86
"12""x24""",13,NB59-Super Black,22017,1.59,216.86
"12""x24""",13,OR04-Taupe,82016,0.68,216.86
"12""x24""",13,OR02-Beige,82016,0.68,216.86
"12""x24""",13,OR01-Ivory,82016,0.68,216.86
"12""x12""",9,AE01-Ivory,52017,1.69,213
"6""x48""",14,RW04-Warm Brown,72017,1.99,212.96
"12""x12""",9,MA04-Marfil,122016,1.59,202.35
"6""x24""",10,FB01-Ivory,42017,2.19,202.35
"12""x24""",13,OR02-Beige,92016,0.88,201.37
"12""x24""",13,MS06-Black,82017,2.29,201.37
"12""x24""",13,OR03-Gray,82016,0.82,201.37
"12""x24""",13,NB50-Super White,112016,2.49,201.37
"12""x24""",13,MA03-Frost,122016,0.97,201.37
"6""x48""",14,RW05-Dark Brown,112016,1.99,193.6
"6""x48""",14,RW02-Light Gray,62017,1.99,193.6
"6""x24""",10,NB59-Super Black,22017,2.59,191.7
"6""x24""",10,FB01-Ivory,62017,2.09,191.7
"12""x24""",13,AC01-Taupe,122016,1.22,185.88
"12""x24""",13,MA03-Frost,82016,0.77,185.88
"12""x24""",13,FB01-Ivory,82016,0.97,185.88
"12""x24""",13,FB03-Taupe,82016,0.97,185.88
"12""x24""",13,FB04-Black,82016,0.97,185.88
"12""x24""",13,AE01-Ivory,82016,0.82,185.88
"12""x24""",13,NB50-Super White,82016,1.19,185.88
"12""x24""",13,AE04-Dark Gray,102016,1.69,185.88
"12""x24""",13,AC02-Light Gray,12017,1.89,185.88
"12""x24""",13,AE02-Light Gray,82016,0.82,185.88
"12""x24""",13,AE03-Light Brown,82016,0.82,185.88
"12""x24""",13,MA02-Daino Reale,82016,0.77,185.88
"12""x24""",13,FB02-Silver,82016,0.97,185.88
"12""x24""",13,MA06-Bardigio,82016,0.77,185.88
"12""x24""",13,AE04-Dark Gray,82016,0.82,185.88
"18""x18""",15,PR01-Bianco,122016,1.57,184.79
"6""x48""",14,RW04-Warm Brown,122016,1.99,183.92
"8""x8""",6,NB22-Scroll Deco,22017,8.7,182.45
"12""x12""",9,NB50-Super White,102016,2.49,170.4
"12""x24""",13,NB13-Toffee,122016,1.49,170.39
"12""x24""",13,NB53-Silver Gray,102016,2.19,170.39
"12""x24""",13,AE02-Light Gray,92016,1.01,170.39
"12""x24""",13,OR03-Gray,92016,0.98,170.39
"24""x24""",17,FB02-Silver,72017,1.99,170.39
"24""x24""",17,MA02-Daino Reale,12017,1.59,170.39
"8""x8""",6,NB24-Beige,22017,7.25,166.1
"8""x8""",6,NB26-Dark Gray,22017,7.25,166.1
"8""x8""",6,NB23-Cubes Deco,22017,7.25,166.1
"8""x8""",6,NB16-Flower Deco,22017,7.25,166.1
"8""x8""",6,NB20-Squares Deco,22017,7.25,166.1
"8""x8""",6,NB18-Bowtie Deco,22017,7.25,166.1
"8""x8""",6,NB15-Diamond Deco,22017,7.25,166.1
"8""x8""",6,NB19-Moorish Deco,22017,7.25,166.1
"8""x8""",6,NB17-Clover Deco,22017,7.25,166.1
"8""x8""",6,NB25-Red Brown,22017,8.69,165.24
"8""x8""",6,NB27-Black,22017,8.69,165.24
"6""x36""",12,PR01-Bianco,112016,2.46,162.68
"2""x2""",1,NB54-Ash Gray,92017,3.99,162.65
"4""x12""",5,MA02-Daino Reale,22017,7.1,162.33
